playlist_id,playlist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,time_signature,track.disc_number,track.duration_ms,track.explicit,track.href,track.is_local,track.name,track.popularity,track.preview_url,track.track_number,track.uri,track.album.id,track.album.name,track.album.release_date,track.album.release_date_precision,key_name,mode_name,key_mode
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.83,0.36,0,-5.133,1,0.352,0.394,0,0.0837,0.649,99.998,1LZYH7iXfJc6YjXW3G4d0r,5,1,185652,FALSE,https://api.spotify.com/v1/tracks/1LZYH7iXfJc6YjXW3G4d0r,FALSE,Cara de Trem,39,https://p.scdn.co/mp3-preview/0c049c94f1d0933c24e485a1b8aeb5362b585efa?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:1LZYH7iXfJc6YjXW3G4d0r,1oJ4tYsyD515P7HofaILbW,Cara de Trem,2019-09-10,day,C,major,C major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.694,0.482,6,-6.847,1,0.0875,0.035,0,0.0841,0.608,130.068,59qEET8fnK8YBeyPf59XjT,4,1,164307,FALSE,https://api.spotify.com/v1/tracks/59qEET8fnK8YBeyPf59XjT,FALSE,Nem Gama,53,https://p.scdn.co/mp3-preview/060d68b1140ed3a050cf9cfee6017bd6ce4f8d68?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:59qEET8fnK8YBeyPf59XjT,5MkLAHSx05Gp1C9kE7cBXN,Nem Gama,2019-08-15,day,F#,major,F# major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.859,0.685,3,-2.446,0,0.053,0.411,0.00175,0.0639,0.555,129.889,38lTaXU5qUQpunHickAQiT,4,1,138500,FALSE,https://api.spotify.com/v1/tracks/38lTaXU5qUQpunHickAQiT,FALSE,Quando o Grave Bater,46,https://p.scdn.co/mp3-preview/6a1e772faa84e0b3ba68390632235109ff77b689?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:38lTaXU5qUQpunHickAQiT,6JSG7FKxRG6XxYtKLu2ak8,Quando o Grave Bater,2019-09-06,day,D#,minor,D# minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.888,0.528,9,-8.751,0,0.192,0.0394,0,0.0964,0.924,150.181,2bbFhnxYjeb9jYEX2MDKLQ,4,1,131200,FALSE,https://api.spotify.com/v1/tracks/2bbFhnxYjeb9jYEX2MDKLQ,FALSE,Uma nora pra cada dia,80,https://p.scdn.co/mp3-preview/36d095f69a66d6f7c00ae3317dd213ff43dc5815?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:2bbFhnxYjeb9jYEX2MDKLQ,4weif0eCmRJ25QXGwVuyBB,Uma nora pra cada dia,2019-06-28,day,A,minor,A minor
37i9dQZF1DWVLcZxJO5zyf,Pop Brasil,0.888,0.528,9,-8.751,0,0.192,0.0394,0,0.0964,0.924,150.181,2bbFhnxYjeb9jYEX2MDKLQ,4,1,131200,FALSE,https://api.spotify.com/v1/tracks/2bbFhnxYjeb9jYEX2MDKLQ,FALSE,Uma nora pra cada dia,80,https://p.scdn.co/mp3-preview/36d095f69a66d6f7c00ae3317dd213ff43dc5815?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:2bbFhnxYjeb9jYEX2MDKLQ,4weif0eCmRJ25QXGwVuyBB,Uma nora pra cada dia,2019-06-28,day,A,minor,A minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.616,0.634,11,-7.389,1,0.546,0.619,0,0.0732,0.586,185.186,31yFXM26dazFnWI2eoOM5R,5,1,196800,FALSE,https://api.spotify.com/v1/tracks/31yFXM26dazFnWI2eoOM5R,FALSE,Ela Vem,76,https://p.scdn.co/mp3-preview/6bc5219f39f936989e5e8d9a6ff9a012a390784e?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:31yFXM26dazFnWI2eoOM5R,0SKjKZqX35UgQ2lzwEwrl2,Ela Vem,2019-06-18,day,B,major,B major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.722,0.653,1,-5.873,0,0.0926,0.349,0,0.22,0.727,149.719,0sHGNzbFF0fUaAv2IPBzBP,4,1,172852,TRUE,https://api.spotify.com/v1/tracks/0sHGNzbFF0fUaAv2IPBzBP,FALSE,50 Tons,52,https://p.scdn.co/mp3-preview/ba2dcd8bd620b4e99732ef503e982a23cb43294a?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:0sHGNzbFF0fUaAv2IPBzBP,0Li3n5B9nraxHpHZp6He7U,50 Tons,2019-09-06,day,C#,minor,C# minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.883,0.684,9,-5.695,1,0.0555,0.173,1.23e-5,0.0724,0.675,140.025,1GG9GYL49NP2dKJDlG768t,4,1,161142,FALSE,https://api.spotify.com/v1/tracks/1GG9GYL49NP2dKJDlG768t,FALSE,Toma na Maciota,48,https://p.scdn.co/mp3-preview/4b98e84b9ae57b8fab0112f1223fadebf1f122bc?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:1GG9GYL49NP2dKJDlG768t,08goAjq3mM7lqu8AqNYfct,Toma na Maciota,2019-08-23,day,A,major,A major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.937,0.652,11,0.858,1,0.31,0.611,3.11e-6,0.187,0.916,132.021,42OEjUoOnCwEN4oFaeFcbj,4,1,207272,FALSE,https://api.spotify.com/v1/tracks/42OEjUoOnCwEN4oFaeFcbj,FALSE,Baile do Jhow Jhow,40,https://p.scdn.co/mp3-preview/083b8e4898eb317d4cfe783156a35756a74390d6?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:42OEjUoOnCwEN4oFaeFcbj,4lCZv3CDPGfrIwSw0OHkvY,Baile do Jhow Jhow,2019-09-05,day,B,major,B major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.946,0.613,8,-4.724,1,0.302,0.224,0.0122,0.263,0.948,134.983,0v0supiSfTL4rIvlcjJ5VQ,4,1,166713,FALSE,https://api.spotify.com/v1/tracks/0v0supiSfTL4rIvlcjJ5VQ,FALSE,Ela Vai Jogando,49,https://p.scdn.co/mp3-preview/1b601c4748fb78340830c28f09db91903e410f43?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:0v0supiSfTL4rIvlcjJ5VQ,4gjskuc8WNz7yS2Cn2jwnD,Ela Vai Jogando,2019-08-12,day,G#,major,G# major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.811,0.583,6,-0.969,0,0.0306,0.194,2.56e-4,0.0685,0.673,133.054,6Diq6oBnDVzsrNcRllXRbM,4,1,164257,TRUE,https://api.spotify.com/v1/tracks/6Diq6oBnDVzsrNcRllXRbM,FALSE,Maldita de Ex,72,https://p.scdn.co/mp3-preview/dc5ffca3a26364d3df47aa5a0a18ddaa78a92885?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:6Diq6oBnDVzsrNcRllXRbM,3s24oDdsUjlv2vxWhLZUu3,Maldita de Ex,2019-06-27,day,F#,minor,F# minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.813,0.59,9,-9.649,1,0.341,0.688,0,0.265,0.708,131.296,6UgNigz8wH5en9KK6NIsc3,4,1,121054,FALSE,https://api.spotify.com/v1/tracks/6UgNigz8wH5en9KK6NIsc3,FALSE,Fada Madrinha,47,https://p.scdn.co/mp3-preview/3b6e8702c560340943314a07b1f5022c7d454e7a?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:6UgNigz8wH5en9KK6NIsc3,0g9jr8NoGG2peYSWC0nOq7,Fada Madrinha,2019-08-23,day,A,major,A major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.78,0.636,7,-3.592,1,0.378,0.51,0,0.163,0.835,77.486,1mJbyiA2YiIjBoBTp3jMI8,4,1,133548,FALSE,https://api.spotify.com/v1/tracks/1mJbyiA2YiIjBoBTp3jMI8,FALSE,Eu vou passar,50,https://p.scdn.co/mp3-preview/67a2ef47741166f34e0f49b8e7aaa641a26a21e6?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:1mJbyiA2YiIjBoBTp3jMI8,2XWZhOm7DrM8YsTlYGVAWb,Eu vou passar,2019-02-22,day,G,major,G major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.892,0.771,7,-5.873,1,0.294,0.0201,0,0.0644,0.644,134.849,6mRtIzKxLSL4HCK6mAdwh1,4,1,168888,FALSE,https://api.spotify.com/v1/tracks/6mRtIzKxLSL4HCK6mAdwh1,FALSE,Pulo a Janela,63,https://p.scdn.co/mp3-preview/93064ecb80f2ca104aa546169fc39c31c1f4c99d?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:6mRtIzKxLSL4HCK6mAdwh1,2AMkz6Lcuq1QL9C0owyws3,Set de Funk do MC Kekel,2019-07-19,day,G,major,G major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.724,0.911,11,-2.01,0,0.245,0.393,1.27e-5,0.296,0.947,150.132,0h1mVA8gOPR71lxSeY67uT,4,1,140000,FALSE,https://api.spotify.com/v1/tracks/0h1mVA8gOPR71lxSeY67uT,FALSE,Fica à vontade,71,https://p.scdn.co/mp3-preview/8bd68a19dbbed8a6b09ef38638b7b22206faabfb?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:0h1mVA8gOPR71lxSeY67uT,0m912C2hGRDD6GlpHqN3VY,Fica à vontade,2019-05-10,day,B,minor,B minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.621,0.7,8,-5.502,1,0.247,0.539,0,0.152,0.704,149.902,26WpOBpHiIMoBuMEIwtOCH,4,1,166400,TRUE,https://api.spotify.com/v1/tracks/26WpOBpHiIMoBuMEIwtOCH,FALSE,Quando a vontade bater (Participação especial de PK Delas),81,https://p.scdn.co/mp3-preview/1eb830f590d91384772aaeb68a9a4bd5f1bb0ad4?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:26WpOBpHiIMoBuMEIwtOCH,4xZooRPlL4QKyM0twraCtp,Quando a vontade bater (Participação especial de PK Delas),2019-03-04,day,G#,major,G# major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.822,0.665,0,-4.672,0,0.0501,0.277,0,0.0688,0.824,149.987,6TvoMVYrUSKNhgxaE2syOB,4,1,113800,TRUE,https://api.spotify.com/v1/tracks/6TvoMVYrUSKNhgxaE2syOB,FALSE,Pica Ignorante,44,https://p.scdn.co/mp3-preview/14716b89cdf2b86470a1f4d80f19e8310e4a5ca9?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:6TvoMVYrUSKNhgxaE2syOB,1EJr5uwojw8qW04q6MwDcS,Pica Ignorante,2019-08-23,day,C,minor,C minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.843,0.925,2,0.302,1,0.0997,0.139,7.65e-6,0.109,0.59,159.926,2kOmW169C7UV4SZDN9u0YO,4,1,134769,FALSE,https://api.spotify.com/v1/tracks/2kOmW169C7UV4SZDN9u0YO,FALSE,Vidrado Em Você,74,https://p.scdn.co/mp3-preview/30248ca0cdece2228d7b40151328954154b27107?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:2kOmW169C7UV4SZDN9u0YO,5HebljJgeo97MOazTC2xPV,Vidrado Em Você,2019-06-11,day,D,major,D major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.796,0.866,5,-2.32,0,0.0524,0.0207,0.0137,0.301,0.663,159.969,0RrmR2JwfR5rxUQ0KB0Dbk,4,1,177000,FALSE,https://api.spotify.com/v1/tracks/0RrmR2JwfR5rxUQ0KB0Dbk,FALSE,Sensualidade,62,https://p.scdn.co/mp3-preview/1d32209af7e06116f6c7d192fd7f1cb45fa78c54?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:0RrmR2JwfR5rxUQ0KB0Dbk,7ytEGrYPYSi7U9d8ce3cEs,Sensualidade,2019-07-28,day,F,minor,F minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.776,0.465,7,-6.368,0,0.434,0.466,0,0.363,0.694,149.829,0WhDotK0QXigmsrlw0DxKK,4,1,179644,TRUE,https://api.spotify.com/v1/tracks/0WhDotK0QXigmsrlw0DxKK,FALSE,Evoluiu,80,https://p.scdn.co/mp3-preview/18f85b671b86bb65a6dc35ff7366b5ea2f6b9cdd?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:0WhDotK0QXigmsrlw0DxKK,30hPMwyrsLPasI6413LJ6W,Evoluiu,2019-03-15,day,G,minor,G minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.705,0.746,10,-4.642,0,0.361,0.0501,0,0.0677,0.736,107.47,2AzmcS1UxnoO8LNFmH0jhj,3,1,151636,FALSE,https://api.spotify.com/v1/tracks/2AzmcS1UxnoO8LNFmH0jhj,FALSE,"Ela Sentou, Começou Devagar",42,https://p.scdn.co/mp3-preview/433698235e5feaab783909b3262e75f945e2d34c?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:2AzmcS1UxnoO8LNFmH0jhj,0BupK4TScxwV2hyXhJIozm,"Ela Sentou, Começou Devagar",2019-08-30,day,A#,minor,A# minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.819,0.951,6,-2.896,0,0.141,0.356,0,0.145,0.963,153.963,0nkDm27DGppCSk8dnGtvPa,4,1,148340,FALSE,https://api.spotify.com/v1/tracks/0nkDm27DGppCSk8dnGtvPa,FALSE,Não sou obrigada,75,https://p.scdn.co/mp3-preview/63f4c7369d6ee4e92f547531362b024180c4ca06?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:0nkDm27DGppCSk8dnGtvPa,3tPNupBNXriclh9KYZOmyJ,Não sou obrigada,2019-03-29,day,F#,minor,F# minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.828,0.702,6,-7.996,0,0.271,0.0265,2.48e-5,0.0762,0.846,150.077,7wAQTVTggrFQ4bceY6e3GE,4,1,129600,FALSE,https://api.spotify.com/v1/tracks/7wAQTVTggrFQ4bceY6e3GE,FALSE,Aquecimento do Pedro Sampaio,65,https://p.scdn.co/mp3-preview/18cee9253babe1afc3ba8fe19b388bb35ca98bff?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:7wAQTVTggrFQ4bceY6e3GE,1y7PbYVJ2xcOL5hjJvnXeh,Aquecimento do Pedro Sampaio,2019-08-09,day,F#,minor,F# minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.759,0.615,2,-2.661,1,0.0735,0.0526,0.0045,0.111,0.799,132.183,26BhBWULfRwWMoCLDMv4dC,4,1,156396,TRUE,https://api.spotify.com/v1/tracks/26BhBWULfRwWMoCLDMv4dC,FALSE,Tremendo a Danadinha,47,https://p.scdn.co/mp3-preview/f7c864a552c3b5e8d2ad16615d16887b56af69d8?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:26BhBWULfRwWMoCLDMv4dC,2eOPXMedGfOlExWV3Zjr5k,Tremendo a Danadinha,2019-06-05,day,D,major,D major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.63,0.717,10,-4.398,0,0.0835,0.278,0,0.0733,0.776,98.495,1pxSEb36T6F0tuasXwqiOY,5,1,201600,FALSE,https://api.spotify.com/v1/tracks/1pxSEb36T6F0tuasXwqiOY,FALSE,Senta Vai,63,https://p.scdn.co/mp3-preview/331c65d01546dd499f6cbd404e26c0cb4f559925?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:1pxSEb36T6F0tuasXwqiOY,411kH4XDjTwYyLYS5TRp3k,Senta Vai,2019-06-04,day,A#,minor,A# minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.788,0.742,2,-5.088,0,0.158,0.186,8.21e-6,0.0979,0.691,150.113,0hZn2YXg8t49QnRcRektyX,4,1,145528,FALSE,https://api.spotify.com/v1/tracks/0hZn2YXg8t49QnRcRektyX,FALSE,Desculpa Amor,57,https://p.scdn.co/mp3-preview/a97d17c91ea08f6c35d31e1c15231795a2815f1d?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:0hZn2YXg8t49QnRcRektyX,0azW9l7kMyxgaunPXvd3fg,Desculpa Amor,2019-06-12,day,D,minor,D minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.697,0.927,2,-0.516,1,0.103,0.0232,0.0173,0.0336,0.878,174.997,3oQHfTfHiCrJEh0ywm9Jwu,4,1,139941,FALSE,https://api.spotify.com/v1/tracks/3oQHfTfHiCrJEh0ywm9Jwu,FALSE,Todas Elas,45,https://p.scdn.co/mp3-preview/92184dba47559f0f1cb649bd974a78ac10e13303?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:3oQHfTfHiCrJEh0ywm9Jwu,28sQkD7G1elAoh4iDAadDK,Todas Elas,2019-08-07,day,D,major,D major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.874,0.515,11,-6.543,0,0.268,0.721,3.4e-6,0.113,0.536,95.027,4Xyox51e5nkBm6C63PBfYW,4,1,232421,FALSE,https://api.spotify.com/v1/tracks/4Xyox51e5nkBm6C63PBfYW,FALSE,Dose de Desilusão,53,https://p.scdn.co/mp3-preview/6a8cc9c99c74960704d3abea4bf6d73ba456df4f?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:4Xyox51e5nkBm6C63PBfYW,5ZE8JEB8mo5JPDJDOXC6ja,Dose de Desilusão,2019-07-11,day,B,minor,B minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.797,0.62,4,-5.121,0,0.132,0.015,0,0.0451,0.757,169.95,3MfG7NfE5fwDdouJ3VaMXd,4,1,197647,FALSE,https://api.spotify.com/v1/tracks/3MfG7NfE5fwDdouJ3VaMXd,FALSE,Nois Tá no Flash,52,https://p.scdn.co/mp3-preview/c6706d3dff806fed2723201f4711e66e190bca11?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:3MfG7NfE5fwDdouJ3VaMXd,1T1WArqVqcz7j9rcmh6VZ9,Nois Tá no Flash,2019-07-12,day,E,minor,E minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.756,0.892,11,-1.091,1,0.337,0.198,0,0.101,0.784,150.03,18rt62ExxFjGXAIszlxcAl,4,1,131413,FALSE,https://api.spotify.com/v1/tracks/18rt62ExxFjGXAIszlxcAl,FALSE,Cai de Boca Que Tá Muito Bom,59,https://p.scdn.co/mp3-preview/0e2d205e82b35ed48332a9534238cbef78f1415c?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:18rt62ExxFjGXAIszlxcAl,6JaBEclqQzVIIKM9V68uSC,Cai de Boca Que Tá Muito Bom,2018-08-17,day,B,major,B major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.548,0.421,1,-11.099,1,0.303,0.106,0,0.102,0.162,95.057,33HlbgacEu6HqVln64Qkz5,4,1,322560,FALSE,https://api.spotify.com/v1/tracks/33HlbgacEu6HqVln64Qkz5,FALSE,Love 66,64,https://p.scdn.co/mp3-preview/cb82146060c3bd31063306121c18c6559bbcbf13?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:33HlbgacEu6HqVln64Qkz5,0uHh0YGrXUmYLyWB2Xvpe3,Love 66,2019-07-11,day,C#,major,C# major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.847,0.847,11,-6.92,0,0.353,0.475,0,0.118,0.741,149.947,59tSlCFPJFirBx0brfxaRO,4,1,224368,FALSE,https://api.spotify.com/v1/tracks/59tSlCFPJFirBx0brfxaRO,FALSE,Megamix do Baile,67,https://p.scdn.co/mp3-preview/f60426a35e6054cabb052f52859ae18560746d29?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:59tSlCFPJFirBx0brfxaRO,2tshHj5eQKaT6WXz7wXIIm,Megamix do Baile,2019-05-24,day,B,minor,B minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.776,0.713,5,-8.526,0,0.0573,0.301,0,0.211,0.644,97.029,1qofUOPMS1cu251bmbwUpG,4,1,222680,FALSE,https://api.spotify.com/v1/tracks/1qofUOPMS1cu251bmbwUpG,FALSE,Forte Abraço,64,https://p.scdn.co/mp3-preview/3526938241af8b0036529d6ed7ae77f7a3c68379?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:1qofUOPMS1cu251bmbwUpG,09XwmnSzelTSNoj1fCIx31,Forte Abraço,2019-06-09,day,F,minor,F minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.632,0.398,6,-6.615,1,0.373,0.945,0,0.228,0.633,90.695,2x8TNY9KwNvD19gVGs4WOP,4,1,204930,FALSE,https://api.spotify.com/v1/tracks/2x8TNY9KwNvD19gVGs4WOP,FALSE,Ela É do Tipo,77,https://p.scdn.co/mp3-preview/7a1fa5f0d4a555e69418c3d7180f7fe38a49e59a?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:2x8TNY9KwNvD19gVGs4WOP,1hG0rwH2mYAzpWhGEYBRS8,Ela É do Tipo,2019-03-07,day,F#,major,F# major
37i9dQZF1DWVLcZxJO5zyf,Pop Brasil,0.632,0.398,6,-6.615,1,0.373,0.945,0,0.228,0.633,90.695,2x8TNY9KwNvD19gVGs4WOP,4,1,204930,FALSE,https://api.spotify.com/v1/tracks/2x8TNY9KwNvD19gVGs4WOP,FALSE,Ela É do Tipo,77,https://p.scdn.co/mp3-preview/7a1fa5f0d4a555e69418c3d7180f7fe38a49e59a?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:2x8TNY9KwNvD19gVGs4WOP,1hG0rwH2mYAzpWhGEYBRS8,Ela É do Tipo,2019-03-07,day,F#,major,F# major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.663,0.831,5,-5.664,1,0.527,0.15,0,0.123,0.712,149.886,1YUqCv6BvaXH1MFLecR8FE,4,1,137085,TRUE,https://api.spotify.com/v1/tracks/1YUqCv6BvaXH1MFLecR8FE,FALSE,Foi Até Bom Te Encontrar,64,https://p.scdn.co/mp3-preview/65166a5f5c28807f7bdd96153d1f415287f0d854?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:1YUqCv6BvaXH1MFLecR8FE,0v7uo52la3uGtPbMAdLeCt,Foi Até Bom Te Encontrar,2018-10-18,day,F,major,F major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.947,0.921,7,-2.988,1,0.378,0.705,0.0035,0.0621,0.738,130.022,6d9GEfxIyQiEtuG1EVBF5m,4,1,142499,TRUE,https://api.spotify.com/v1/tracks/6d9GEfxIyQiEtuG1EVBF5m,FALSE,"Garupa, Pt. 2",67,NA,1,spotify:track:6d9GEfxIyQiEtuG1EVBF5m,45HwJJ4xB0S9C0mihrq0mr,"Garupa, Pt. 2",2019-03-18,day,G,major,G major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.774,0.654,1,-3.626,1,0.425,0.233,0.00208,0.087,0.742,99.864,3TvRRQj7qg8GOD612X9hKT,3,1,122462,TRUE,https://api.spotify.com/v1/tracks/3TvRRQj7qg8GOD612X9hKT,FALSE,Namorar Não Dá,70,https://p.scdn.co/mp3-preview/00eaf2337709a1f3493335c860eb0aeafcefb2c6?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:3TvRRQj7qg8GOD612X9hKT,4pn0mPLzbmnnlE39JVogPg,Namorar Não Dá,2019-03-28,day,C#,major,C# major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.712,0.647,1,-3.2,1,0.42,0.578,0.00356,0.0763,0.737,130.551,6oE2evkBEDuVHisROJPWg7,4,1,147617,FALSE,https://api.spotify.com/v1/tracks/6oE2evkBEDuVHisROJPWg7,FALSE,Raba Safada,59,https://p.scdn.co/mp3-preview/d74fc8add9c9ea3c94a21f5619ac9fe1bea2b855?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:6oE2evkBEDuVHisROJPWg7,5dK1mADHmN69nfU1RFk3Bx,Raba Safada,2019-05-10,day,C#,major,C# major
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.838,0.866,11,-7.108,0,0.436,0.451,0,0.275,0.71,150.077,2hJTyY3pUCyvFGdYCMVv8I,4,1,108729,FALSE,https://api.spotify.com/v1/tracks/2hJTyY3pUCyvFGdYCMVv8I,FALSE,Relaxa e Toma,61,https://p.scdn.co/mp3-preview/e557ab2d5264e0859ac837c6f8ce385ed474d828?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:2hJTyY3pUCyvFGdYCMVv8I,3CA5xoMaFt75bll4qBzvSH,Relaxa e Toma,2019-04-26,day,B,minor,B minor
37i9dQZF1DWYYeOy9vs7I5,Bonde do Funk,0.829,0.64,6,-5.537,0,0.231,0.553,2.14e-4,0.131,0.848,160.025,5rwdmpN5eMWIIwK4R96vv1,4,1,135053,FALSE,https://api.spotify.com/v1/tracks/5rwdmpN5eMWIIwK4R96vv1,FALSE,Malemolência,76,https://p.scdn.co/mp3-preview/ed764f8766fa7a19f42e0b20a7a14ff2f338e1b3?cid=5980655d195f46ee8995cd0e1dd7f376,1,spotify:track:5rwdmpN5eMWIIwK4R96vv1,4zKy8U6UcIi3is0c7RVu5w,Malemolência,2018-10-31,day,F#,minor,F# minor
37i9dQZF1DX6qtBDSfhRrH,Clássicos do Funk,0.967,0.831,2,-3.367,1,0.121,0.0173,2.09e-5,0.139,0.878,127.01,0vIMtFCAGjVEMgDbliT1tJ,4,1,150600,FALSE,https://api.spotify.com/v1/tracks/0vIMtFCAGjVEMgDbliT1tJ,FALSE,Tchu Tchuca,48,https://p.scdn.co/mp3-preview/8f79f09fc3ff31e31cd0df335d29d05d20ef1f8a?cid=5980655d195f46ee8995cd0e1dd7f376,4,spotify:track:0vIMtFCAGjVEMgDbliT1tJ,7phsnmM8mYQOzKXRUyvPMG,Bonde Do Tigrão,2001-05-14,day,D,major,D major
37i9dQZF1DX6qtBDSfhRrH,Clássicos do Funk,0.969,0.947,10,-4.626,0,0.235,0.0389,0,0.209,0.851,129.038,4QPEb7EIriWEnALpQfGbFO,4,1,312042,FALSE,https://api.spotify.com/v1/tracks/4QPEb7EIriWEnALpQfGbFO,FALSE,Rap Da Felicidade,0,NA,1,spotify:track:4QPEb7EIriWEnALpQfGbFO,3HrDEZklVEj1rChbh40pHA,Funk Brasil Relíquias (Vol. 1),2017-05-12,day,A#,minor,A# minor
37i9dQZF1DX6qtBDSfhRrH,Clássicos do Funk,0.805,0.62,11,-8.853,0,0.0535,0.226,6.2e-6,0.182,0.874,95.032,0VqeIsAhuznrKJbLEBL22E,4,1,230626,FALSE,https://api.spotify.com/v1/tracks/0VqeIsAhuznrKJbLEBL22E,FALSE,Quero Te Encontrar,0,NA,1,spotify:track:0VqeIsAhuznrKJbLEBL22E,2g0iuzIhaVWMSjPVARiQku,A Forma,1997-01-01,day,B,minor,B minor
